번호,brand,시_도,시_군,,si_do,si_gun_name,si_gun_district
5544,롯데리아소래포구역점,인천광역시,남동구,논현동,Incheon,Namdong,Gu
5539,롯데리아인천한화지구점,인천광역시,남동구,논현동,Incheon,Namdong,Gu
7922,버거킹인천논현점,인천광역시,남동구,논현동,Incheon,Namdong,Gu
5558,롯데리아남동구청점,인천광역시,남동구,만수동,Incheon,Namdong,Gu
5549,롯데리아만수점,인천광역시,남동구,만수동,Incheon,Namdong,Gu
5537,맥도날드 만수DT점,인천광역시,남동구,만수동,Incheon,Namdong,Gu
5533,롯데리아인천서창점,인천광역시,남동구,서창동,Incheon,Namdong,Gu
4582,롯데리아,인천광역시,부평구,갈산동,Incheon,Bupyeong,Gu
4574,맥도날드인천구산DT점,인천광역시,부평구,구산동,Incheon,Bupyeong,Gu
4573,롯데리아인천부개역점,인천광역시,부평구,부개동,Incheon,Bupyeong,Gu
4555,롯데리아부개점,인천광역시,부평구,부개동,Incheon,Bupyeong,Gu
4585,롯데리아부평점,인천광역시,부평구,부평동,Incheon,Bupyeong,Gu
4549,한국맥도날드 부평중앙점,인천광역시,부평구,부평동,Incheon,Bupyeong,Gu
4551,롯데리아부평역점,인천광역시,부평구,부평동,Incheon,Bupyeong,Gu
4552,한국맥도날드 부평역점,인천광역시,부평구,부평동,Incheon,Bupyeong,Gu
4542,롯데리아롯데마트부평점(F/C),인천광역시,부평구,산곡동,Incheon,Bupyeong,Gu
4554,롯데리아백운점,인천광역시,부평구,산곡동,Incheon,Bupyeong,Gu
4586,맥도날드삼산DT점,인천광역시,부평구,삼산동,Incheon,Bupyeong,Gu
4579,버거킹삼산SK점,인천광역시,부평구,삼산동,Incheon,Bupyeong,Gu
4559,롯데리아,인천광역시,부평구,삼산동,Incheon,Bupyeong,Gu
4557,롯데리아 동암남부점,인천광역시,부평구,십정동,Incheon,Bupyeong,Gu
4543,롯데리아 청천점,인천광역시,부평구,청천동,Incheon,Bupyeong,Gu
3724,㈜롯데리아인천서구점,인천광역시,서구,가정동,Incheon,Seo,Gu
3736,롯데리아홈플러스가좌점,인천광역시,서구,가좌동,Incheon,Seo,Gu
3726,(주)롯데리아가좌점,인천광역시,서구,가좌동,Incheon,Seo,Gu
3734,롯데리아 검암점,인천광역시,서구,검암동,Incheon,Seo,Gu
3745,롯데리아 홈플러스인천청라점,인천광역시,서구,경서동,Incheon,Seo,Gu
3747,롯데리아 인천청라 호수공원점,인천광역시,서구,경서동,Incheon,Seo,Gu
3720,롯데리아,인천광역시,서구,당하동,Incheon,Seo,Gu
3721,롯데리아인천당하점,인천광역시,서구,마전동,Incheon,Seo,Gu
3732,롯데리아롯데마트인천검단점,인천광역시,서구,마전동,Incheon,Seo,Gu
3749,롯데리아 인천불로점,인천광역시,서구,불로동,Incheon,Seo,Gu
3715,롯데리아인천석남점,인천광역시,서구,석남동,Incheon,Seo,Gu
3723,롯데리아인천연희D/T점,인천광역시,서구,심곡동,Incheon,Seo,Gu
3728,한국맥도날드연희DT점,인천광역시,서구,심곡동,Incheon,Seo,Gu
3738,롯데리아인천청라점,인천광역시,서구,연희동,Incheon,Seo,Gu
2801,버거킹 인천청라점,인천광역시,서구,연희동,Incheon,Seo,Gu
3743,롯데리아 검단점,인천광역시,서구,왕길동,Incheon,Seo,Gu
6360,롯데리아 모다아울렛점,인천광역시,서구,원창동,Incheon,Seo,Gu
8179,한국맥도날드연수이마트점,인천광역시,연수구,동춘동,Incheon,Yeonsu,Gu
8216,한국맥도날드(유) 연수홈플러스점,인천광역시,연수구,동춘동,Incheon,Yeonsu,Gu
8199,롯데리아 인천동춘점,인천광역시,연수구,동춘동,Incheon,Yeonsu,Gu
8218,버거킹 송도SKDT점,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
6345,버거킹 송도현대아울렛,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
157,롯데리아 홈플러스 송도,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
8200,버거킹 센트럴파크점,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
8198,롯데리아 송도센트럴파크점,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
9826,롯데리아,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
8204,롯데리아 LM 송도점,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
8220,맥도날드(송도지점),인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
8184,롯데리아 인천송도웰카운티점,인천광역시,연수구,송도동,Incheon,Yeonsu,Gu
6301,버거킹 인천연수점,인천광역시,연수구,연수동,Incheon,Yeonsu,Gu
8221,맥도날드GS연수점,인천광역시,연수구,연수동,Incheon,Yeonsu,Gu
8180,롯데리아 인천연수점,인천광역시,연수구,연수동,Incheon,Yeonsu,Gu
8224,맥도날드 옥련DT점,인천광역시,연수구,옥련동,Incheon,Yeonsu,Gu
339,롯데리아(백령점),인천광역시,옹진군,백령면,Incheon,ongjin,Gun
457,롯데리아인천월미마이랜드점,인천광역시,중구,북성동1가,Incheon,Jung,Gu
6356,(주)롯데리아 차이나타운점,인천광역시,중구,북성동2가,Incheon,Jung,Gu
451,롯데리아공항신도시점,인천광역시,중구,운서동,Incheon,Jung,Gu
1463,롯데리아 인천공항 A/S 동편점,인천광역시,중구,운서동,Incheon,Jung,Gu
7918,버거킹 인천공항교통센터점,인천광역시,중구,운서동,Incheon,Jung,Gu
2652,롯데리아 인천공항1층점,인천광역시,중구,운서동,Incheon,Jung,Gu
450,롯데리아 인천공항3층점,인천광역시,중구,운서동,Incheon,Jung,Gu
4488,버거킹인천공항점,인천광역시,중구,운서동,Incheon,Jung,Gu
3362,롯데리아 인천공항탑승동점,인천광역시,중구,운서동,Incheon,Jung,Gu
464,롯데리아인천허브DT점,인천광역시,중구,운서동,Incheon,Jung,Gu
3550,버거킹 영종하늘도시SK점,인천광역시,중구,중산동,Incheon,Jung,Gu
461,롯데리아 영종하늘도시점,인천광역시,중구,중산동,Incheon,Jung,Gu
88,롯데리아 롯데팩토리아울렛 인천점,인천광역시,중구,항동7가,Incheon,Jung,Gu
10030,롯데리아 강진점,전남,강진군,강진읍,Jeollanam-do,Gangjin,Gun
2291,롯데리아고흥,전남,고흥군,고흥읍,Jeollanam-do,Goheung,Gun
7353,버거킹 광양 LF스퀘어점,전남,광양시,광양읍,Jeollanam-do,Gwangyang,Si
7665,롯데리아광양읍점,전남,광양시,광양읍,Jeollanam-do,Gwangyang,Si
7670,롯데리아(마동점),전남,광양시,마동,Jeollanam-do,Gwangyang,Si
8143,버거킹광양중동점,전남,광양시,중동,Jeollanam-do,Gwangyang,Si
7641,롯데리아중동점,전남,광양시,중동,Jeollanam-do,Gwangyang,Si
7640,롯데리아홈플러스광양점,전남,광양시,중동,Jeollanam-do,Gwangyang,Si
835,롯데리아혁신점,전남,나주시,빛가람동,Jeollanam-do,Naju,Si
5102,버거킹,전남,나주시,빛가람동,Jeollanam-do,Naju,Si
8667,롯데리아 담양DT점,전남,담양군,담양읍,Jeollanam-do,Damyang,Gun
2277,롯데리아(북항점),전남,목포시,산정동,Jeollanam-do,Mokpo,Si
9158,버거킹(하당점),전남,목포시,상동,Jeollanam-do,Mokpo,Si
2288,맥도날드목포하당디티점,전남,목포시,상동,Jeollanam-do,Mokpo,Si
2262,롯데리아롯데마트목포점,전남,목포시,상동,Jeollanam-do,Mokpo,Si
2256,롯데리아 목포상동점,전남,목포시,상동,Jeollanam-do,Mokpo,Si
2282,롯데리아하당점,전남,목포시,상동,Jeollanam-do,Mokpo,Si
2270,맥도날드 목포석현DT점,전남,목포시,석현동,Jeollanam-do,Mokpo,Si
2257,롯데리아홈플러스(목포점),전남,목포시,용당동,Jeollanam-do,Mokpo,Si
2267,롯데리아(용해점),전남,목포시,용해동,Jeollanam-do,Mokpo,Si
2278,롯데리아 목포점,전남,목포시,죽동,Jeollanam-do,Mokpo,Si
2295,롯데리아 무안점,전남,무안군,무안읍,Jeollanam-do,Muan,Gun
2309,버거킹 전남도청점,전남,무안군,삼향읍,Jeollanam-do,Muan,Gun
4472,한국맥도날드(유) 목포남악DT점,전남,무안군,삼향읍,Jeollanam-do,Muan,Gun
2310,롯데리아 남악점,전남,무안군,삼향읍,Jeollanam-do,Muan,Gun
1697,롯데리아 롯데아울렛 남악점,전남,무안군,삼향읍,Jeollanam-do,Muan,Gun
2301,롯데리아목포대학점,전남,무안군,청계면,Jeollanam-do,Muan,Gun
8405,롯데리아 벌교점,전남,보성군,벌교읍,Jeollanam-do,Boseong,Gun
869,롯데리아 순천만점,전남,순천시,대대동,Jeollanam-do,Suncheon,Si
872,맥도날드 순천덕암DT점,전남,순천시,덕암동,Jeollanam-do,Suncheon,Si
844,롯데리아연향점,전남,순천시,연향동,Jeollanam-do,Suncheon,Si
7325,롯데리아 순천오천점,전남,순천시,오천동,Jeollanam-do,Suncheon,Si
871,버거킹 순천법원점,전남,순천시,왕지동,Jeollanam-do,Suncheon,Si
895,롯데리아맘모스점,전남,순천시,장천동,Jeollanam-do,Suncheon,Si
897,롯데리아(금당점),전남,순천시,조례동,Jeollanam-do,Suncheon,Si
873,한국맥도날드(유) 순천조례DT점,전남,순천시,조례동,Jeollanam-do,Suncheon,Si
837,롯데리아,전남,순천시,조례동,Jeollanam-do,Suncheon,Si
886,롯데리아홈플러스순천점,전남,순천시,조례동,Jeollanam-do,Suncheon,Si
881,유한회사 롯데리아 순천,전남,순천시,중앙동,Jeollanam-do,Suncheon,Si
839,롯데리아순천풍덕점,전남,순천시,풍덕동,Jeollanam-do,Suncheon,Si
864,롯데리아 신대점,전남,순천시,해룡면,Jeollanam-do,Suncheon,Si
9112,롯데리아(여수중앙점),전남,여수시,교동,Jeollanam-do,Yeosu,Si
9113,롯데리아롯데마트여수점,전남,여수시,국동,Jeollanam-do,Yeosu,Si
231,롯데리아 여수돌산공원점,전남,여수시,돌산읍,Jeollanam-do,Yeosu,Si
9137,여천롯데마트 롯데리아,전남,여수시,선원동,Jeollanam-do,Yeosu,Si
9121,디오션리조트내 롯데리아,전남,여수시,소호동,Jeollanam-do,Yeosu,Si
9125,롯데리아 여수신기점,전남,여수시,신기동,Jeollanam-do,Yeosu,Si
9123,롯데리아(여수여서점),전남,여수시,여서동,Jeollanam-do,Yeosu,Si
9133,한국맥도날드 유한회사 이마트여수점,전남,여수시,오림동,Jeollanam-do,Yeosu,Si
9132,롯데리아 여수웅천점,전남,여수시,웅천동,Jeollanam-do,Yeosu,Si
9134,버거킹(여수점),전남,여수시,웅천동,Jeollanam-do,Yeosu,Si
9116,롯데리아여천점,전남,여수시,학동,Jeollanam-do,Yeosu,Si
9139,한국맥도날드(유) 여수학동DT점,전남,여수시,학동,Jeollanam-do,Yeosu,Si
3930,롯데리아삼호한마음점,전남,영암군,삼호읍,Jeollanam-do,Yeongam,Gun
5971,롯데리아 완도점,전남,완도군,완도읍,Jeollanam-do,Wando,Gun
2313,롯데리아,전남,장성군,장성읍,Jeollanam-do,Jangseong,Gun
6913,롯데리아장흥점,전남,장흥군,장흥읍,Jeollanam-do,Jangheung,Gun
2340,한국맥도날드 유한회사 이마트군산점,전북,군산시,경암동,Jeollabuk-do,Gunsan,Si
2337,롯데리아군산나운점,전북,군산시,나운동,Jeollabuk-do,Gunsan,Si
2351,(주)한일알이에스롯데리아수송점,전북,군산시,나운동,Jeollabuk-do,Gunsan,Si
2360,한국맥도날드(유)군산나운DT점,전북,군산시,나운동,Jeollabuk-do,Gunsan,Si
2339,롯데리아군산대학점,전북,군산시,미룡동,Jeollabuk-do,Gunsan,Si
2347,롯데리아산북점,전북,군산시,산북동,Jeollabuk-do,Gunsan,Si
2367,버거킹,전북,군산시,수송동,Jeollabuk-do,Gunsan,Si
2331,롯데리아롯데마트군산점,전북,군산시,수송동,Jeollabuk-do,Gunsan,Si
2359,롯데리아조촌디티점,전북,군산시,조촌동,Jeollabuk-do,Gunsan,Si
2343,롯데리아군산점,전북,군산시,중앙로1가,Jeollabuk-do,Gunsan,Si
3915,롯데리아,전북,김제시,요촌동,Jeollabuk-do,Gimje,Si
10163,롯데리아 남원도통점,전북,남원시,도통동,Jeollabuk-do,Namwon,Si
10154,롯데리아 남원점,전북,남원시,쌍교동,Jeollabuk-do,Namwon,Si
4753,롯데리아 무주점,전북,무주군,무주읍,Jeollabuk-do,Muju,Gun
10032,(주)롯데리아부안점,전북,부안군,부안읍,Jeollabuk-do,Buan,Gun
4757,롯데리아순창DT점,전북,순창군,순창읍,Jeollabuk-do,Sunchang,Gun
6922,롯데리아완주봉동점,전북,완주군,봉동읍,Jeollabuk-do,Wanju,Gun
10008,롯데리아 익산모현점,전북,익산시,모현동1가,Jeollabuk-do,Iksan,Si
10022,롯데리아익산배산,전북,익산시,모현동1가,Jeollabuk-do,Iksan,Si
9984,(유)호영롯데리아부송점,전북,익산시,부송동,Jeollabuk-do,Iksan,Si
9998,한국맥도날드 유한회사 익산원광대점,전북,익산시,신동,Jeollabuk-do,Iksan,Si
9993,롯데리아원광대점,전북,익산시,신동,Jeollabuk-do,Iksan,Si
10027,롯데리아 익산영등점,전북,익산시,영등동,Jeollabuk-do,Iksan,Si
10023,한국맥도날드(유)익산영등디티점,전북,익산시,영등동,Jeollabuk-do,Iksan,Si
10026,버거킹,전북,익산시,영등동,Jeollabuk-do,Iksan,Si
328,롯데리아 익산역점,전북,익산시,중앙동1가,Jeollabuk-do,Iksan,Si
3179,롯데리아전주터미널점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
9814,버거킹전북대점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3109,롯데리아동산점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3116,롯데리아롯데마트송천점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3123,롯데리아전주송천점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3145,한국맥도날드유한회사전주송천점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3206,롯데리아메가월드점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3099,롯데리아홈플러스전주점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3161,롯데리아인후점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3098,롯데리아아중점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3184,맥도날드인후점,전북,전주시,덕진구,Jeollabuk-do,Jeonju,Si
3199,롯데리아 전주고사점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3153,롯데리아전주삼천점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3120,롯데리아전주세이브존점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3091,롯데리아전주서신점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3176,롯데리아홈플러스전주완산점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3168,롯데리아(전주혁신점),전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3182,롯데리아중화산점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3140,맥도날드전주중화산점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3194,한국맥도날드(유) 전주 평화DT점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3213,롯데리아 전주평화점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3183,한국맥도날드(유)효자점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3177,롯데리아전주효자씨지브이점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3163,롯데리아롯데마트전주점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
7842,롯데리아 전주도청점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3125,롯데리아전주효자서부점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
3185,버거킹 전북도청점,전북,전주시,완산구,Jeollabuk-do,Jeonju,Si
5964,롯데리아정읍상동점,전북,정읍시,상동,Jeollabuk-do,Jeongeup,Si
1700,한국맥도날드(유)전북정읍DT점,전북,정읍시,수성동,Jeollabuk-do,Jeongeup,Si
5967,롯데리아정읍점,전북,정읍시,수성동,Jeollabuk-do,Jeongeup,Si
7360,버거킹 정읍중앙점,전북,정읍시,연지동,Jeollabuk-do,Jeongeup,Si
7916,한국맥도날드(유)제주월드컵스타디움DT점,제주특별자치도,서귀포시,강정동,Jeju,Seogwipo,Si
8986,한국맥도날드(유) 서귀포DT점,제주특별자치도,서귀포시,서귀동,Jeju,Seogwipo,Si
8956,롯데리아서귀포점,제주특별자치도,서귀포시,서귀동,Jeju,Seogwipo,Si
1665,한국맥도날드(유)제주성산점,제주특별자치도,서귀포시,성산읍,Jeju,Seogwipo,Si
8984,항공우주박물관 롯데리아,제주특별자치도,서귀포시,안덕면,Jeju,Seogwipo,Si
8958,롯데리아제주표선해변점,제주특별자치도,서귀포시,표선면,Jeju,Seogwipo,Si
7739,한국맥도날드유한회사제주탑동점,제주특별자치도,제주시,건입동,Jeju,Jeju,Si
7737,롯데리아제주항디티점,제주특별자치도,제주시,건입동,Jeju,Jeju,Si
7740,한국맥도날드제주노형점,제주특별자치도,제주시,노형동,Jeju,Jeju,Si
7720,버거킹제주이마트점,제주특별자치도,제주시,노형동,Jeju,Jeju,Si
7734,롯데리아제주삼화지구점,제주특별자치도,제주시,도련일동,Jeju,Jeju,Si
7754,롯데리아제주아라점,제주특별자치도,제주시,아라일동,Jeju,Jeju,Si
7759,롯데리아제주외도디티점,제주특별자치도,제주시,외도이동,Jeju,Jeju,Si
7083,한국맥도날드(유)제주공항디티점,제주특별자치도,제주시,용담이동,Jeju,Jeju,Si
7729,코레일유통롯데리아제주공항2층,제주특별자치도,제주시,용담이동,Jeju,Jeju,Si
7708,롯데리아제주공항점,제주특별자치도,제주시,용담이동,Jeju,Jeju,Si
7724,맥도날드제주시청디티점,제주특별자치도,제주시,이도이동,Jeju,Jeju,Si
7751,한국맥도날드(유)제주일도DT점,제주특별자치도,제주시,일도이동,Jeju,Jeju,Si
6905,롯데리아계룡점,충남,계룡시,엄사면,Chungcheongnam-do,Gyeryong,Si
4965,롯데리아신관점,충남,공주시,신관동,Chungcheongnam-do,Gongju,Si
4964,롯데리아공주점,충남,공주시,중동,Chungcheongnam-do,Gongju,Si
5941,롯데리아금산점,충남,금산군,금산읍,Chungcheongnam-do,Geumsan,Gun
5274,롯데리아 논산강경점,충남,논산시,강경읍,Chungcheongnam-do,Nonsan,Si
9741,한국맥도날드(유) 충남논산 DT점,충남,논산시,내동,Chungcheongnam-do,Nonsan,Si
9070,롯데리아논산연무점,충남,논산시,연무읍,Chungcheongnam-do,Nonsan,Si
9088,롯데리아논산점,충남,논산시,취암동,Chungcheongnam-do,Nonsan,Si
800,롯데리아 송악점,충남,당진시,송악읍,Chungcheongnam-do,,
7406,롯데리아신평지점,충남,당진시,신평면,Chungcheongnam-do,,
7900,롯데리아신평지점,충남,당진시,신평면,Chungcheongnam-do,,
2665,롯데리아모다아울렛행담도점,충남,당진시,신평면,Chungcheongnam-do,,
801,롯데리아롯데마트당진점,충남,당진시,원당동,Chungcheongnam-do,,
814,맥도날드 당진점,충남,당진시,읍내동,Chungcheongnam-do,,
813,버거킹(당진읍내점),충남,당진시,읍내동,Chungcheongnam-do,,
817,롯데리아당진점,충남,당진시,읍내동,Chungcheongnam-do,,
3620,한국맥도날드(유) 충남보령DT점,충남,보령시,궁촌동,Chungcheongnam-do,Boryeong,Si
2327,롯데리아(홈플러스보령점),충남,보령시,명천동,Chungcheongnam-do,Boryeong,Si
2253,롯데리아부여아울렛점,충남,부여군,규암면,Chungcheongnam-do,Buyeo,Gun
6044,롯데리아터미널점,충남,서산시,동문동,Chungcheongnam-do,Seosan,Si
6056,롯데리아 호수공원점,충남,서산시,예천동,Chungcheongnam-do,Seosan,Si
1871,버거킹 서산호수공원점,충남,서산시,예천동,Chungcheongnam-do,Seosan,Si
6048,롯데리아 롯데마트 서산점,충남,서산시,예천동,Chungcheongnam-do,Seosan,Si
7925,맥도날드서산점,충남,서산시,예천동,Chungcheongnam-do,Seosan,Si
9813,(주)백광소재서산(하)휴게소 롯데리아,충남,서산시,해미면,Chungcheongnam-do,Seosan,Si
3319,롯데리아,충남,서천군,서천읍,Chungcheongnam-do,Seocheon,Gun
4531,롯데리아 아산테크노밸리점,충남,아산시,둔포면,Chungcheongnam-do,Asan,Si
985,롯데리아 온양DT점,충남,아산시,모종동,Chungcheongnam-do,Asan,Si
964,롯데리아 온양온천점,충남,아산시,모종동,Chungcheongnam-do,Asan,Si
9154,롯데리아 신창점,충남,아산시,배미동,Chungcheongnam-do,Asan,Si
948,롯데리아 아산배방점,충남,아산시,배방읍,Chungcheongnam-do,Asan,Si
7355,롯데리아 아산북수점,충남,아산시,배방읍,Chungcheongnam-do,Asan,Si
975,천안아산(L.M)롯데리아,충남,아산시,배방읍,Chungcheongnam-do,Asan,Si
6351,롯데리아 천안아산역점,충남,아산시,배방읍,Chungcheongnam-do,Asan,Si
988,롯데리아 순천향대학DT점,충남,아산시,신창면,Chungcheongnam-do,Asan,Si
2669,한국맥도날드 아산DT점,충남,아산시,온천동,Chungcheongnam-do,Asan,Si
952,롯데리아,충남,아산시,온천동,Chungcheongnam-do,Asan,Si
981,버거킹 온양온천점,충남,아산시,온천동,Chungcheongnam-do,Asan,Si
9152,롯데리아 아산용화점,충남,아산시,용화동,Chungcheongnam-do,Asan,Si
966,롯데리아 아산탕정점,충남,아산시,탕정면,Chungcheongnam-do,Asan,Si
4868,코레일유통(주)롯데리아,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4929,롯데리아독립기념관점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4900,롯데리아목천점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4944,버거킹쌍용대로디티점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
6139,롯데리아홈서비스성황점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4952,천안통정롯데리아,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4880,롯데리아신방점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
96,한국맥도날드유한회사천안고속버스터미널점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4949,롯데리아신부대로점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4931,버거킹천안신부점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4891,롯데리아천안쌍용점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4920,롯데리아안서점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4925,롯데리아천안안서디티점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4928,한국맥도날드유한회사천안원성디티점,충남,천안시,동남구,Chungcheongnam-do,Cheonan,Si
4942,맥도날드천안두정,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4932,버거킹천안두정점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4936,한국맥도날드(유)천안서북이마트점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
1980,롯데리아천안불당점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4946,롯데리아성거점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4926,롯데리아천안성정점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4873,롯데리아천안성정점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4955,롯데리아천안메가마트점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4922,롯데리아롯데마트천안점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4939,한국맥도날드유한회사 천안쌍용점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4919,맥도날드천안쌍용SKDT점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
4943,롯데리아차암점,충남,천안시,서북구,Chungcheongnam-do,Cheonan,Si
9142,롯데리아청양점,충남,청양군,청양읍,Chungcheongnam-do,Cheongyang,Gun
3214,롯데리아태안점,충남,태안군,태안읍,Chungcheongnam-do,Taean,Gun
3223,롯데리아광천점,충남,홍성군,광천읍,Chungcheongnam-do,Hongseong,Gun
4350,롯데리아 충남도청점,충남,홍성군,홍북읍,Chungcheongnam-do,Hongseong,Gun
3222,롯데리아홍성점,충남,홍성군,홍성읍,Chungcheongnam-do,Hongseong,Gun
3313,롯데리아 괴산점,충북,괴산군,괴산읍,Chungcheongbuk-do,Goesan,Gun
3314,롯데리아단양점,충북,단양군,단양읍,Chungcheongbuk-do,Danyang,Gun
3315,롯데리아 대명리조트단양점,충북,단양군,단양읍,Chungcheongbuk-do,Danyang,Gun
9066,롯데리아(보은점),충북,보은군,보은읍,Chungcheongbuk-do,Boeun,Gun
6026,롯데리아(영동점),충북,영동군,영동읍,Chungcheongbuk-do,Yeongdong,Gun
4015,지성유통(금강 롯데리아),충북,옥천군,동이면,Chungcheongbuk-do,Okcheon,Gun
4016,롯데리아 옥천점,충북,옥천군,옥천읍,Chungcheongbuk-do,Okcheon,Gun
3084,롯데리아 금왕점,충북,음성군,금왕읍,Chungcheongbuk-do,Eumseong,Gun
9700,충북혁신도시점 롯데리아,충북,음성군,맹동면,Chungcheongbuk-do,Eumseong,Gun
3081,롯데리아 음성점,충북,음성군,음성읍,Chungcheongbuk-do,Eumseong,Gun
10060,롯데리아제천점,충북,제천시,중앙로1가,Chungcheongbuk-do,Jecheon,Si
7945,맥도날드제천DT점,충북,제천시,청전동,Chungcheongbuk-do,Jecheon,Si
10059,롯데리아청전점,충북,제천시,청전동,Chungcheongbuk-do,Jecheon,Si
10067,롯데리아 롯데마트 제천점,충북,제천시,하소동,Chungcheongbuk-do,Jecheon,Si
8663,롯데리아광혜원점,충북,진천군,광혜원면,Chungcheongbuk-do,Jincheon,Gun
1368,버거킹충북진천점,충북,진천군,진천읍,Chungcheongbuk-do,Jincheon,Gun
8660,롯데리아진천점,충북,진천군,진천읍,Chungcheongbuk-do,Jincheon,Gun
7540,롯데리아청주금천점,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7541,한국맥도날드(유)청주금천DT점,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7517,롯데리아홈플러스테스코청주성안점,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7529,버거킹 청주성안길점,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7515,롯데리아용암점,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7530,롯데마트상당점롯데리아,충북,청주시,상당구,Chungcheongbuk-do,Cheongju,Si
7543,롯데리아개신점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7560,롯데리아서원대점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7546,롯데리아분평점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7554,한국맥도날드청주분평점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7557,롯데리아분평DT(디티)점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7545,롯데리아사창점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7561,버거킹산남점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7549,롯데리아 산남점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7556,한국맥도날드(유)청주성화점,충북,청주시,서원구,Chungcheongbuk-do,Cheongju,Si
7987,롯데리아 내수점,충북,청주시,청원구,Chungcheongbuk-do,Cheongju,Si
7622,롯데리아오창점,충북,청주시,청원구,Chungcheongbuk-do,Cheongju,Si
217,롯데리아오창2산단점,충북,청주시,청원구,Chungcheongbuk-do,Cheongju,Si
7619,롯데리아청대점,충북,청주시,청원구,Chungcheongbuk-do,Cheongju,Si
